Temperatura (°C),pH,Oxígeno Disuelto (mg/L),Turbidez (NTU),Conductividad (uS/cm)
20.0,3.65,1.21,114.4042211,1313.604223
20.0,3.55,1.21,114.4042211,1331.022424
20.06,3.84,1.25,111.6146449,1322.304696
20.0,4.08,1.25,111.6146449,1322.304696
20.0,4.18,1.25,111.6146449,1322.304696
20.0,4.23,1.3,108.8518487,1322.304696
20.06,4.28,1.3,108.8518487,1313.604223
20.0,4.37,1.3,111.6146449,1313.604223
20.0,3.55,1.3,111.6146449,1313.604223
20.0,3.7,1.34,108.8518487,1322.304696
20.0,3.55,1.3,108.8518487,1331.022424
20.06,3.84,1.3,106.1158325,1313.604223
20.0,3.99,1.25,108.8518487,1313.604223
20.0,4.18,1.3,108.8518487,1313.604223
20.0,4.28,1.25,106.1158325,1322.304696
20.0,4.32,1.25,106.1158325,1322.304696
20.0,4.42,1.3,106.1158325,1322.304696
20.0,4.47,1.25,103.4065963,1313.604223
20.0,4.52,1.25,103.4065963,1322.304696
20.0,4.61,1.25,103.4065963,1313.604223
20.0,4.66,1.25,100.72414,1313.604223
20.0,4.71,1.17,103.4065963,1313.604223
20.06,4.76,1.21,103.4065963,1313.604223
20.06,4.85,1.25,100.72414,1322.304696
20.0,4.8,1.17,106.1158325,1313.604223
20.06,4.9,1.25,106.1158325,1313.604223
20.06,4.9,1.21,103.4065963,1313.604223
20.06,4.85,1.17,100.72414,1322.304696
20.0,4.95,1.21,103.4065963,1322.304696
20.06,4.95,1.17,106.1158325,1331.022424
20.06,4.95,1.21,111.6146449,1313.604223
20.06,5.04,1.17,114.4042211,1331.022424
20.06,5.09,1.21,114.4042211,1322.304696
20.06,5.04,1.21,114.4042211,1313.604223
20.06,5.04,1.17,111.6146449,1322.304696
20.06,5.04,1.17,111.6146449,1322.304696
20.06,5.09,1.12,117.2205772,1313.604223
20.06,5.04,1.12,114.4042211,1313.604223
20.12,5.04,1.12,114.4042211,1322.304696
20.12,5.04,1.12,114.4042211,1322.304696
20.12,5.04,1.12,111.6146449,1313.604223
20.12,5.04,1.17,114.4042211,1331.022424
20.12,5.04,1.12,114.4042211,1322.304696
20.12,5.04,1.17,120.0637134,1313.604223
20.12,5.04,1.12,117.2205772,1322.304696
20.12,5.04,1.12,117.2205772,1322.304696
20.12,5.04,1.12,120.0637134,1322.304696
20.19,5.04,1.12,117.2205772,1322.304696
20.19,5.09,1.12,117.2205772,1313.604223
20.19,5.04,1.08,120.0637134,1322.304696
20.19,5.04,1.12,122.3575038,1331.022424
20.25,5.04,1.12,122.3575038,1331.022424
20.25,5.09,1.12,122.3575038,1322.304696
20.25,5.04,1.08,122.3575038,1322.304696
20.25,5.04,1.08,125.2488439,1322.304696
20.31,5.09,1.12,125.2488439,1313.604223
20.31,5.09,1.04,131.111864,1322.304696
20.37,5.04,1.04,131.111864,1331.022424
20.37,5.09,1.08,131.111864,1322.304696
20.37,5.04,1.12,151.8473891,1322.304696
20.37,5.09,1.08,148.7203853,1322.304696
20.44,5.14,1.08,155.0011729,1313.604223
20.44,5.09,1.08,151.8473891,1313.604223
20.44,5.09,1.04,151.8473891,1331.022424
20.44,5.09,1.08,151.8473891,1313.604223
20.44,5.09,1.08,137.082004,1322.304696
20.44,5.09,1.08,148.7203853,1322.304696
20.5,5.09,1.04,148.7203853,1322.304696
20.5,5.09,1.04,151.8473891,1322.304696
20.56,5.09,1.04,148.7203853,1322.304696
20.56,5.14,1.08,148.7203853,1322.304696
20.56,5.14,1.08,151.8473891,1322.304696
20.56,5.14,1.08,151.8473891,1322.304696
20.62,5.14,1.08,151.8473891,1313.604223
20.62,5.14,1.08,151.8473891,1322.304696
20.62,5.14,1.12,151.8473891,1313.604223
20.62,5.14,1.04,151.8473891,1322.304696
20.69,5.14,1.04,151.8473891,1313.604223
20.69,5.19,1.08,155.0011729,1313.604223
20.69,5.14,1.08,143.1592638,1331.022424
20.69,5.14,1.04,145.6201614,1322.304696
20.75,5.14,1.08,140.1072439,1331.022424
20.75,5.14,1.08,143.1592638,1331.022424
20.81,5.19,1.04,143.1592638,1322.304696
20.81,5.19,1.04,140.1072439,1322.304696
20.81,5.19,1.08,143.1592638,1322.304696
20.81,5.19,1.04,143.1592638,1313.604223
20.81,5.19,1.04,145.6201614,1322.304696
20.81,5.19,1.08,145.6201614,1322.304696
20.87,5.19,1.08,148.7203853,1322.304696
20.87,5.24,1.04,148.7203853,1322.304696
20.87,5.19,1.08,134.083544,1313.604223
20.94,5.24,1.08,134.083544,1313.604223
20.94,5.24,1.08,131.111864,1322.304696
20.94,5.24,1.04,137.082004,1313.604223
21.0,5.24,1.07,134.083544,1322.304696
21.0,5.24,1.03,131.111864,1322.304696
21.0,5.24,1.07,148.7203853,1331.022424
21.0,5.24,1.03,151.8473891,1313.604223
21.0,5.24,1.07,155.0011729,1313.604223
21.0,5.24,1.07,155.0011729,1322.304696
21.06,5.24,1.07,155.0011729,1322.304696
21.06,5.24,1.07,151.8473891,1313.604223
21.06,5.24,1.07,155.0011729,1322.304696
21.06,5.28,1.07,151.8473891,1322.304696
21.06,5.28,1.07,158.1817367,1322.304696
21.06,5.28,1.07,155.0011729,1313.604223
21.12,5.28,1.07,151.8473891,1322.304696
21.12,5.28,1.07,151.8473891,1331.022424
21.12,5.28,1.07,158.1817367,1313.604223
21.12,5.33,1.03,151.8473891,1331.022424
21.19,5.33,1.07,158.1817367,1322.304696
21.19,5.33,1.11,155.0011729,1322.304696
21.19,5.28,1.07,155.0011729,1331.022424
21.19,5.33,1.07,155.0011729,1322.304696
21.19,5.33,1.03,158.1817367,1322.304696
21.19,5.33,1.03,158.1817367,1322.304696
21.19,5.33,1.07,155.0011729,1322.304696
21.25,5.33,1.07,155.0011729,1313.604223
21.25,5.33,1.07,155.0011729,1313.604223
21.25,5.33,1.11,151.8473891,1322.304696
21.25,5.33,1.03,155.0011729,1331.022424
21.25,5.33,1.07,143.1592638,1322.304696
21.25,5.33,1.07,155.0011729,1313.604223
21.25,5.33,1.07,151.8473891,1313.604223
21.25,5.33,1.07,151.8473891,1322.304696
21.25,5.33,1.11,155.0011729,1313.604223
21.25,5.33,1.11,155.0011729,1313.604223
21.25,5.38,1.07,158.1817367,1313.604223
21.31,5.33,1.07,151.8473891,1322.304696
21.31,5.33,1.07,155.0011729,1322.304696
21.31,5.33,1.07,151.8473891,1313.604223
21.31,5.38,1.07,155.0011729,1322.304696
21.31,5.38,1.11,151.8473891,1313.604223
21.31,5.33,1.07,151.8473891,1322.304696
21.37,5.33,1.07,155.0011729,1322.304696
21.31,5.38,1.11,151.8473891,1322.304696
21.37,5.38,1.11,155.0011729,1322.304696
21.37,5.43,1.11,158.1817367,1322.304696
21.37,5.38,1.11,151.8473891,1322.304696
21.37,5.38,1.11,155.0011729,1313.604223
21.37,5.33,1.07,155.0011729,1331.022424
21.37,5.33,1.07,151.8473891,1313.604223
21.44,5.38,1.07,158.1817367,1322.304696
21.44,5.38,1.11,155.0011729,1322.304696
21.44,5.38,1.07,155.0011729,1322.304696
21.44,4.8,1.11,158.1817367,1322.304696
21.5,4.85,1.11,155.0011729,1322.304696
21.44,4.95,1.15,155.0011729,1313.604223
21.5,5.09,1.11,155.0011729,1313.604223
21.5,4.95,1.07,155.0011729,1322.304696
21.5,4.61,1.11,155.0011729,1313.604223
21.5,5.14,1.11,151.8473891,1322.304696
21.5,5.62,1.11,155.0011729,1313.604223
21.5,5.28,1.15,151.8473891,1322.304696
21.5,7.11,1.11,158.1817367,1322.304696
21.5,7.16,1.2,155.0011729,1322.304696
21.5,5.38,1.2,155.0011729,1322.304696
21.5,5.52,1.2,155.0011729,1322.304696
21.44,5.62,1.24,151.8473891,1322.304696
21.44,5.72,1.24,155.0011729,1322.304696
21.44,5.76,1.2,151.8473891,1322.304696
21.44,5.86,1.2,155.0011729,1322.304696
21.44,5.91,1.24,155.0011729,1322.304696
21.44,5.96,1.24,151.8473891,1322.304696
21.44,5.96,1.24,155.0011729,1313.604223
21.44,6.0,1.24,151.8473891,1313.604223
21.44,6.0,1.24,155.0011729,1322.304696
21.44,6.05,1.2,155.0011729,1322.304696
21.44,6.1,1.24,151.8473891,1322.304696
21.44,6.05,1.2,155.0011729,1331.022424
21.44,6.1,1.2,155.0011729,1313.604223
21.44,6.1,1.24,155.0011729,1313.604223
21.44,6.05,1.2,151.8473891,1322.304696
21.44,6.1,1.2,151.8473891,1313.604223
21.44,6.1,1.2,155.0011729,1313.604223
21.44,6.15,1.2,151.8473891,1322.304696
21.44,6.15,1.15,158.1817367,1322.304696
21.44,6.15,1.11,155.0011729,1322.304696
21.44,6.15,1.11,151.8473891,1322.304696
21.44,6.15,1.11,155.0011729,1304.95659
21.44,6.24,1.2,155.0011729,1304.95659
21.44,6.2,1.15,155.0011729,1322.304696
21.44,6.2,1.11,155.0011729,1322.304696
21.44,6.2,1.2,151.8473891,1313.604223
21.44,6.2,1.15,155.0011729,1313.604223
21.44,6.2,1.15,158.1817367,1331.022424
21.44,6.2,1.11,155.0011729,1322.304696
21.44,6.2,1.11,155.0011729,1322.304696
21.44,6.2,1.11,155.0011729,1313.604223
21.44,6.2,1.15,151.8473891,1322.304696
21.44,6.2,1.11,155.0011729,1322.304696
21.44,6.2,1.11,155.0011729,1331.022424
21.44,6.2,1.11,151.8473891,1322.304696
21.44,6.2,1.11,155.0011729,1322.304696
21.44,6.2,1.15,155.0011729,1313.604223
21.44,6.2,1.07,151.8473891,1313.604223
21.44,6.2,1.15,155.0011729,1313.604223
21.44,6.2,1.15,158.1817367,1322.304696
21.44,6.2,1.11,155.0011729,1322.304696
21.44,6.2,1.11,155.0011729,1322.304696
21.44,6.2,1.15,151.8473891,1322.304696
21.44,6.2,1.11,155.0011729,1322.304696
21.44,6.2,1.11,155.0011729,1313.604223
21.44,6.2,1.2,155.0011729,1313.604223
21.44,6.2,1.11,155.0011729,1313.604223
21.44,6.24,1.2,158.1817367,1322.304696
21.44,6.24,1.2,158.1817367,1322.304696
21.44,6.2,1.2,155.0011729,1331.022424
21.44,6.2,1.2,151.8473891,1313.604223
21.44,6.2,1.15,155.0011729,1322.304696
21.44,6.24,1.2,151.8473891,1322.304696
21.44,6.2,1.2,158.1817367,1313.604223
21.44,6.2,1.15,151.8473891,1313.604223
21.44,6.24,1.15,155.0011729,1322.304696
21.37,6.24,1.2,155.0011729,1322.304696
21.44,6.24,1.2,155.0011729,1322.304696
21.44,6.2,1.15,151.8473891,1322.304696
21.44,6.2,1.2,155.0011729,1322.304696
21.44,6.2,1.24,155.0011729,1322.304696
21.37,6.2,1.15,158.1817367,1313.604223
21.37,6.2,1.2,155.0011729,1322.304696
21.44,6.2,1.2,155.0011729,1313.604223
21.44,6.24,1.24,151.8473891,1304.95659
21.44,6.2,1.2,155.0011729,1322.304696
21.37,6.24,1.2,155.0011729,1313.604223
21.44,6.24,1.2,155.0011729,1313.604223
21.44,6.24,1.2,151.8473891,1313.604223
21.44,6.2,1.2,155.0011729,1322.304696
21.44,6.24,1.2,155.0011729,1322.304696
21.44,6.2,1.2,158.1817367,1322.304696
21.44,6.24,1.24,155.0011729,1313.604223
21.44,6.2,1.24,151.8473891,1313.604223
21.44,6.2,1.2,155.0011729,1322.304696
21.44,6.2,1.2,158.1817367,1313.604223
21.44,6.24,1.24,158.1817367,1331.022424
21.5,6.24,1.24,155.0011729,1313.604223
21.44,6.24,1.2,155.0011729,1313.604223
21.44,6.2,1.2,151.8473891,1322.304696
21.5,6.24,1.2,155.0011729,1313.604223
21.44,6.2,1.24,155.0011729,1313.604223
21.44,6.2,1.2,155.0011729,1331.022424
21.5,6.2,1.2,151.8473891,1313.604223
21.44,6.24,1.2,155.0011729,1313.604223
21.44,6.24,1.24,158.1817367,1322.304696
21.5,6.2,1.2,155.0011729,1322.304696
21.44,6.24,1.28,151.8473891,1322.304696
21.44,6.2,1.24,155.0011729,1322.304696
21.5,6.2,1.24,155.0011729,1331.022424
21.5,6.24,1.24,155.0011729,1322.304696
21.5,6.2,1.24,158.1817367,1313.604223
21.5,6.2,1.24,155.0011729,1331.022424
21.5,6.2,1.2,155.0011729,1322.304696
21.5,6.2,1.24,158.1817367,1322.304696
21.5,6.24,1.24,155.0011729,1322.304696
21.5,6.24,1.24,155.0011729,1322.304696
21.5,6.2,1.24,158.1817367,1322.304696
21.5,6.2,1.24,158.1817367,1322.304696
21.56,6.24,1.28,158.1817367,1313.604223
21.56,6.2,1.24,155.0011729,1313.604223
21.56,6.24,1.24,151.8473891,1313.604223
21.56,6.24,1.24,155.0011729,1322.304696
21.56,6.24,1.28,155.0011729,1313.604223
21.56,6.2,1.28,151.8473891,1313.604223
21.56,6.2,1.24,158.1817367,1322.304696
21.56,6.24,1.24,158.1817367,1304.95659
21.56,6.24,1.24,158.1817367,1322.304696
21.56,6.24,1.28,155.0011729,1331.022424
21.56,6.29,1.28,155.0011729,1313.604223
21.56,6.24,1.28,155.0011729,1322.304696
21.56,6.24,1.28,151.8473891,1322.304696
21.56,6.24,1.28,158.1817367,1313.604223
21.62,6.24,1.28,151.8473891,1322.304696
21.56,6.24,1.28,155.0011729,1331.022424
21.56,6.24,1.28,155.0011729,1322.304696
21.56,6.24,1.28,155.0011729,1322.304696
21.56,6.29,1.28,155.0011729,1313.604223
21.62,6.24,1.28,155.0011729,1331.022424
21.62,6.24,1.28,151.8473891,1322.304696
21.62,6.24,1.28,155.0011729,1322.304696
21.62,6.24,1.33,151.8473891,1313.604223
21.69,6.24,1.33,151.8473891,1322.304696
21.69,6.24,1.28,151.8473891,1322.304696
21.69,6.29,1.33,155.0011729,1331.022424
21.69,6.29,1.33,155.0011729,1322.304696
21.69,6.29,1.33,155.0011729,1322.304696
21.69,6.29,1.33,155.0011729,1322.304696
21.75,6.29,1.33,151.8473891,1331.022424
21.75,6.24,1.33,155.0011729,1313.604223
21.75,6.24,1.33,155.0011729,1331.022424
21.75,6.24,1.33,151.8473891,1313.604223
21.81,6.24,1.33,155.0011729,1313.604223
21.81,6.29,1.28,155.0011729,1322.304696
21.81,6.29,1.33,155.0011729,1322.304696
21.87,6.29,1.33,151.8473891,1331.022424
21.87,6.34,1.33,151.8473891,1322.304696
21.87,6.29,1.33,151.8473891,1313.604223
21.87,6.29,1.37,155.0011729,1322.304696
21.87,6.24,1.33,155.0011729,1331.022424
21.94,6.29,1.37,151.8473891,1322.304696
21.94,6.29,1.37,155.0011729,1331.022424
21.94,6.34,1.33,151.8473891,1313.604223
21.94,7.3,1.37,155.0011729,1322.304696
22.0,7.3,1.31,155.0011729,1313.604223
22.0,7.01,1.31,155.0011729,1313.604223
22.0,5.91,1.31,151.8473891,1313.604223
22.0,6.48,1.4,155.0011729,1322.304696
22.0,6.29,1.35,155.0011729,1322.304696
22.06,6.34,1.4,151.8473891,1313.604223
22.06,6.24,1.4,151.8473891,1313.604223
22.06,6.0,1.4,155.0011729,1313.604223
22.06,6.0,1.4,155.0011729,1322.304696
22.12,5.96,1.4,155.0011729,1313.604223
22.12,6.0,1.4,155.0011729,1322.304696
22.12,6.1,1.44,158.1817367,1313.604223
22.12,6.15,1.4,155.0011729,1322.304696
22.12,6.2,1.44,155.0011729,1322.304696
22.19,6.24,1.4,155.0011729,1322.304696
22.19,6.29,1.4,155.0011729,1313.604223
22.19,6.34,1.4,151.8473891,1322.304696
22.19,6.34,1.35,151.8473891,1331.022424
22.19,6.34,1.44,151.8473891,1313.604223
22.25,6.39,1.35,155.0011729,1313.604223
22.25,6.39,1.4,155.0011729,1313.604223
22.25,6.44,1.35,151.8473891,1313.604223
22.25,6.44,1.4,151.8473891,1322.304696
22.25,6.44,1.31,151.8473891,1322.304696
22.25,6.44,1.35,155.0011729,1313.604223
22.31,6.48,1.31,151.8473891,1313.604223
22.31,6.48,1.27,151.8473891,1313.604223
22.31,6.48,1.23,155.0011729,1313.604223
22.31,6.53,1.27,158.1817367,1322.304696
22.31,6.53,1.27,155.0011729,1331.022424
22.31,6.53,1.27,155.0011729,1313.604223
22.31,6.48,1.27,158.1817367,1322.304696
22.31,6.53,1.27,155.0011729,1322.304696
22.31,6.48,1.23,151.8473891,1322.304696
22.37,6.44,1.23,155.0011729,1322.304696
22.31,6.48,1.23,151.8473891,1322.304696
22.37,6.44,1.27,158.1817367,1331.022424
22.37,6.48,1.23,155.0011729,1322.304696
22.37,6.48,1.27,155.0011729,1313.604223
22.37,6.48,1.27,155.0011729,1322.304696
22.37,6.48,1.23,151.8473891,1322.304696
22.37,6.48,1.23,151.8473891,1322.304696
22.37,6.48,1.23,155.0011729,1322.304696
22.37,6.53,1.23,151.8473891,1322.304696
22.37,6.53,1.27,155.0011729,1313.604223
22.37,6.48,1.23,155.0011729,1322.304696
22.44,6.53,1.23,151.8473891,1322.304696
22.44,6.53,1.27,151.8473891,1322.304696
22.44,6.53,1.23,155.0011729,1322.304696
22.44,6.53,1.23,151.8473891,1322.304696
22.44,6.53,1.23,151.8473891,1313.604223
22.44,6.53,1.18,151.8473891,1322.304696
22.44,6.53,1.18,158.1817367,1322.304696
22.44,6.53,1.18,155.0011729,1322.304696
22.44,6.53,1.18,155.0011729,1322.304696
22.5,6.53,1.18,155.0011729,1322.304696
22.44,6.48,1.14,155.0011729,1313.604223
22.44,6.53,1.18,155.0011729,1313.604223
22.44,6.77,1.18,155.0011729,1331.022424
22.44,7.01,1.18,155.0011729,1331.022424
22.5,7.3,1.23,155.0011729,1313.604223
22.44,7.3,1.18,155.0011729,1322.304696
22.44,7.3,1.23,155.0011729,1322.304696
22.44,7.35,1.18,151.8473891,1313.604223
22.44,7.3,1.23,158.1817367,1322.304696
22.44,7.35,1.23,155.0011729,1313.604223
22.44,7.35,1.23,155.0011729,1322.304696
22.44,7.3,1.23,155.0011729,1322.304696
22.44,7.3,1.23,151.8473891,1322.304696
22.44,7.3,1.18,155.0011729,1313.604223
22.44,7.35,1.27,151.8473891,1322.304696
22.44,6.92,1.23,151.8473891,1331.022424
21.5,6.1,3.16,155.0011729,1322.304696
21.44,5.86,3.12,155.0011729,1322.304696
21.37,6.53,2.99,148.7203853,1322.304696
21.31,3.94,2.95,148.7203853,1313.604223
21.25,3.55,2.82,151.8473891,1322.304696
21.25,3.84,2.69,151.8473891,1304.95659
21.19,4.04,2.69,155.0011729,1304.95659
21.19,4.18,2.65,151.8473891,1313.604223
21.12,4.28,2.52,151.8473891,1313.604223
21.06,4.76,2.48,155.0011729,1296.34397
21.0,4.95,2.39,155.0011729,1322.304696
21.0,5.04,2.35,158.1817367,1313.604223
21.0,5.0,2.22,155.0011729,1313.604223
20.94,4.66,2.2,155.0011729,1322.304696
20.81,4.95,2.16,151.8473891,1313.604223
20.87,5.14,2.16,151.8473891,1313.604223
20.87,5.28,2.16,151.8473891,1313.604223
20.81,5.09,2.12,155.0011729,1304.95659
20.81,5.19,2.12,151.8473891,1322.304696
20.81,5.09,2.07,155.0011729,1304.95659
20.81,5.0,2.07,155.0011729,1313.604223
20.75,4.52,2.07,155.0011729,1322.304696
20.75,3.94,2.07,155.0011729,1304.95659
20.75,4.04,2.03,151.8473891,1304.95659
20.75,4.28,2.03,155.0011729,1313.604223
20.69,4.18,2.07,155.0011729,1304.95659
20.69,3.46,2.03,155.0011729,1313.604223
20.69,3.17,2.03,155.0011729,1313.604223
20.69,3.17,1.99,155.0011729,1304.95659
20.62,2.93,2.03,151.8473891,1313.604223
20.62,3.22,1.99,155.0011729,1304.95659
20.62,3.17,2.03,155.0011729,1304.95659
20.62,3.07,1.99,155.0011729,1304.95659
20.62,3.03,2.03,155.0011729,1313.604223
20.56,3.65,2.07,151.8473891,1313.604223
20.62,3.89,2.03,155.0011729,1296.34397
20.56,4.13,2.07,151.8473891,1313.604223
20.56,4.28,2.03,151.8473891,1313.604223
20.56,4.42,2.07,151.8473891,1304.95659
20.56,4.52,2.07,155.0011729,1313.604223
20.56,5.0,2.03,151.8473891,1296.34397
20.56,5.28,2.03,155.0011729,1304.95659
20.56,5.38,1.99,155.0011729,1304.95659
20.5,5.38,1.99,155.0011729,1304.95659
20.5,5.43,1.99,155.0011729,1304.95659
20.69,5.48,1.94,155.0011729,1313.604223
20.5,5.52,1.94,151.8473891,1313.604223
20.56,5.48,1.94,155.0011729,1313.604223
20.5,5.43,1.94,155.0011729,1313.604223
20.5,5.43,1.9,155.0011729,1304.95659
20.5,5.48,1.9,151.8473891,1313.604223
20.5,5.48,1.86,155.0011729,1304.95659
20.5,5.48,1.9,155.0011729,1313.604223
20.5,5.48,1.86,155.0011729,1313.604223
20.5,5.48,1.86,151.8473891,1313.604223
20.5,5.48,1.82,155.0011729,1313.604223
20.44,5.48,1.86,151.8473891,1304.95659
20.5,5.48,1.82,158.1817367,1313.604223
20.5,5.48,1.82,155.0011729,1304.95659
20.5,5.48,1.77,155.0011729,1313.604223
20.5,5.43,1.73,155.0011729,1322.304696
20.5,5.48,1.77,158.1817367,1322.304696
20.44,5.43,1.77,155.0011729,1304.95659
20.44,5.43,1.77,155.0011729,1296.34397
20.44,5.43,1.69,158.1817367,1322.304696
20.44,5.43,1.77,158.1817367,1322.304696
20.44,5.43,1.73,155.0011729,1313.604223
20.44,5.48,1.73,155.0011729,1313.604223
20.44,5.48,1.69,151.8473891,1304.95659
20.44,5.48,1.73,158.1817367,1304.95659
20.44,5.48,1.73,155.0011729,1313.604223
20.44,5.48,1.73,155.0011729,1313.604223
20.44,5.48,1.69,155.0011729,1313.604223
20.44,5.48,1.73,158.1817367,1313.604223
20.44,5.48,1.69,155.0011729,1304.95659
20.44,5.43,1.73,155.0011729,1313.604223
20.44,5.48,1.69,151.8473891,1313.604223
20.44,5.72,1.73,158.1817367,1313.604223
20.44,5.76,1.69,155.0011729,1304.95659
20.44,5.76,1.64,155.0011729,1322.304696
20.44,5.81,1.64,155.0011729,1304.95659
20.44,5.81,1.69,151.8473891,1313.604223
20.44,5.76,1.69,155.0011729,1304.95659
20.44,5.86,1.69,155.0011729,1304.95659
20.44,5.81,1.64,155.0011729,1313.604223
20.44,5.76,1.69,155.0011729,1313.604223
20.44,5.76,1.6,158.1817367,1313.604223
20.37,5.76,1.64,158.1817367,1313.604223
20.37,5.76,1.6,155.0011729,1313.604223
20.44,5.76,1.64,151.8473891,1313.604223
20.37,5.72,1.64,151.8473891,1313.604223
20.37,5.72,1.64,155.0011729,1304.95659
20.37,5.72,1.6,155.0011729,1304.95659
20.44,5.72,1.6,155.0011729,1296.34397
20.44,5.76,1.6,151.8473891,1296.34397
20.44,5.76,1.64,155.0011729,1313.604223
20.44,5.72,1.64,155.0011729,1322.304696
20.37,5.81,1.6,155.0011729,1313.604223
20.44,5.91,1.64,155.0011729,1304.95659
20.44,5.91,1.6,155.0011729,1322.304696
20.44,5.91,1.64,151.8473891,1313.604223
20.44,5.91,1.6,155.0011729,1313.604223
20.37,5.96,1.6,155.0011729,1313.604223
20.44,5.96,1.6,155.0011729,1313.604223
20.44,5.96,1.6,151.8473891,1313.604223
20.44,5.96,1.64,151.8473891,1304.95659
20.44,5.91,1.6,151.8473891,1304.95659
20.44,5.91,1.6,151.8473891,1296.34397
20.44,5.91,1.6,155.0011729,1313.604223
20.37,5.91,1.64,158.1817367,1304.95659
20.44,5.96,1.6,158.1817367,1313.604223
20.44,5.96,1.6,155.0011729,1304.95659
20.44,5.96,1.6,151.8473891,1313.604223
20.37,5.96,1.64,155.0011729,1304.95659
20.37,5.96,1.6,151.8473891,1304.95659
20.44,6.0,1.6,158.1817367,1304.95659
20.44,5.96,1.56,155.0011729,1313.604223
20.37,5.96,1.6,151.8473891,1296.34397
20.37,5.96,1.6,155.0011729,1304.95659
20.44,6.0,1.6,155.0011729,1313.604223
20.44,5.96,1.6,155.0011729,1313.604223
20.37,5.91,1.56,155.0011729,1304.95659
20.44,5.96,1.6,155.0011729,1313.604223
20.37,5.96,1.6,155.0011729,1313.604223
20.44,5.96,1.6,151.8473891,1304.95659
20.44,5.96,1.6,151.8473891,1304.95659
20.44,5.91,1.6,158.1817367,1304.95659
20.44,5.91,1.6,158.1817367,1304.95659
20.44,5.96,1.6,151.8473891,1296.34397
20.44,6.2,1.6,155.0011729,1313.604223
20.44,6.2,1.56,155.0011729,1313.604223
20.44,6.2,1.56,155.0011729,1322.304696
20.44,6.2,1.56,155.0011729,1304.95659
20.44,6.15,1.6,155.0011729,1304.95659
20.44,6.15,1.56,155.0011729,1296.34397
20.44,6.15,1.6,155.0011729,1304.95659
20.44,6.2,1.6,155.0011729,1304.95659
20.44,6.15,1.6,155.0011729,1313.604223
20.44,6.15,1.56,155.0011729,1304.95659
20.44,6.15,1.56,158.1817367,1304.95659
20.44,6.15,1.56,155.0011729,1313.604223
20.44,6.15,1.56,151.8473891,1304.95659
20.44,6.15,1.56,158.1817367,1304.95659
20.44,6.15,1.56,155.0011729,1304.95659
20.5,6.15,1.56,155.0011729,1296.34397
20.44,6.15,1.56,158.1817367,1313.604223
20.44,6.15,1.56,155.0011729,1296.34397
20.44,6.15,1.56,151.8473891,1304.95659
20.44,6.15,1.51,158.1817367,1313.604223
20.44,6.15,1.56,158.1817367,1304.95659
20.44,6.1,1.56,155.0011729,1313.604223
20.44,6.1,1.6,155.0011729,1313.604223
20.44,6.1,1.6,155.0011729,1313.604223
