Temperatura (°C),pH,Oxígeno Disuelto (mg/L),Turbidez (NTU),Conductividad (uS/cm)
22.44,5.48,1.9,117.2205772,1313.604223
22.44,5.48,1.9,114.4042211,1322.304696
22.44,5.33,1.86,114.4042211,1313.604223
22.44,5.33,1.86,114.4042211,1304.95659
22.44,5.28,1.86,114.4042211,1322.304696
22.44,5.33,1.82,117.2205772,1322.304696
22.44,5.38,1.82,117.2205772,1313.604223
22.44,5.28,1.82,114.4042211,1304.95659
22.44,5.28,1.82,117.2205772,1313.604223
22.44,5.33,1.82,111.6146449,1313.604223
22.44,5.43,1.82,114.4042211,1304.95659
22.44,5.43,1.82,114.4042211,1313.604223
22.44,5.38,1.82,114.4042211,1313.604223
22.44,5.33,1.82,114.4042211,1313.604223
22.44,5.43,1.82,114.4042211,1313.604223
22.44,5.38,1.82,111.6146449,1313.604223
22.44,5.14,1.82,114.4042211,1304.95659
22.44,5.33,1.82,114.4042211,1322.304696
22.44,5.33,1.82,117.2205772,1313.604223
22.44,5.28,1.82,114.4042211,1313.604223
22.44,5.28,1.78,114.4042211,1313.604223
22.44,5.28,1.78,114.4042211,1313.604223
22.44,5.33,1.78,111.6146449,1313.604223
22.5,5.33,1.78,114.4042211,1313.604223
22.44,5.28,1.78,117.2205772,1313.604223
22.44,4.95,1.78,117.2205772,1313.604223
22.44,4.66,1.78,114.4042211,1304.95659
22.5,4.13,1.82,114.4042211,1322.304696
22.44,4.23,1.78,117.2205772,1304.95659
22.5,3.89,1.82,117.2205772,1313.604223
22.44,4.04,1.78,114.4042211,1313.604223
22.44,4.28,1.82,117.2205772,1304.95659
22.44,4.23,1.82,114.4042211,1313.604223
22.5,4.47,1.82,114.4042211,1322.304696
22.44,4.61,1.86,117.2205772,1313.604223
22.44,4.76,1.86,111.6146449,1304.95659
22.44,4.56,1.94,111.6146449,1313.604223
22.44,4.76,1.9,117.2205772,1313.604223
22.44,4.71,1.94,114.4042211,1313.604223
22.44,4.52,1.9,114.4042211,1313.604223
22.44,4.42,1.94,114.4042211,1304.95659
22.5,4.61,1.94,114.4042211,1322.304696
22.5,4.8,1.94,114.4042211,1313.604223
22.44,4.9,1.94,114.4042211,1322.304696
22.5,4.95,1.9,111.6146449,1313.604223
22.44,5.0,1.9,111.6146449,1322.304696
22.5,4.9,1.94,114.4042211,1304.95659
22.5,4.61,1.9,114.4042211,1313.604223
22.44,4.52,1.9,114.4042211,1313.604223
22.44,4.9,1.9,111.6146449,1322.304696
22.44,4.95,1.86,117.2205772,1304.95659
22.44,5.04,1.86,114.4042211,1313.604223
22.5,5.0,1.9,114.4042211,1313.604223
22.5,5.04,1.94,148.7203853,1304.95659
22.44,5.28,1.9,148.7203853,1322.304696
22.5,5.28,1.9,148.7203853,1313.604223
22.5,5.24,1.9,148.7203853,1322.304696
22.44,5.14,1.86,148.7203853,1322.304696
22.5,5.09,1.86,148.7203853,1304.95659
22.5,5.14,1.86,148.7203853,1322.304696
22.5,5.19,1.86,145.6201614,1322.304696
22.5,5.24,1.86,148.7203853,1313.604223
22.5,5.24,1.86,145.6201614,1313.604223
22.5,5.19,1.86,148.7203853,1304.95659
22.5,5.19,1.86,148.7203853,1322.304696
22.5,5.24,1.86,148.7203853,1304.95659
22.5,5.24,1.86,148.7203853,1313.604223
22.5,5.28,1.86,148.7203853,1313.604223
22.5,5.28,1.82,151.8473891,1304.95659
22.5,5.24,1.86,148.7203853,1313.604223
22.5,5.28,1.86,145.6201614,1322.304696
22.5,5.28,1.82,151.8473891,1304.95659
22.5,5.24,1.82,145.6201614,1304.95659
22.56,5.28,1.82,148.7203853,1313.604223
22.5,5.28,1.82,148.7203853,1313.604223
22.56,5.33,1.82,145.6201614,1313.604223
22.56,5.33,1.82,131.111864,1322.304696
22.5,5.33,1.78,148.7203853,1313.604223
22.56,5.28,1.82,145.6201614,1304.95659
22.56,5.14,1.78,140.1072439,1313.604223
22.56,5.19,1.78,125.2488439,1313.604223
22.56,5.24,1.78,125.2488439,1322.304696
22.56,5.28,1.78,131.111864,1313.604223
22.56,5.38,1.78,134.083544,1304.95659
22.56,4.85,1.78,145.6201614,1304.95659
22.56,4.32,1.82,148.7203853,1313.604223
22.56,4.47,1.82,148.7203853,1313.604223
22.62,4.66,1.82,148.7203853,1304.95659
22.56,4.66,1.78,148.7203853,1313.604223
22.62,4.8,1.82,145.6201614,1313.604223
22.56,4.9,1.78,151.8473891,1304.95659
22.62,4.95,1.86,148.7203853,1322.304696
22.56,4.71,1.82,148.7203853,1313.604223
22.62,4.61,1.86,148.7203853,1313.604223
22.62,4.56,1.86,145.6201614,1313.604223
22.62,4.8,1.9,148.7203853,1322.304696
22.62,4.95,1.94,148.7203853,1313.604223
22.62,5.0,1.99,148.7203853,1313.604223
22.62,5.09,1.9,151.8473891,1313.604223
22.62,5.14,1.94,148.7203853,1304.95659
22.62,5.19,1.94,148.7203853,1313.604223
22.62,4.9,1.94,151.8473891,1322.304696
22.69,4.61,1.99,137.082004,1322.304696
22.62,4.66,1.94,134.083544,1313.604223
22.69,4.76,1.9,122.3575038,1322.304696
22.69,4.85,1.94,125.2488439,1304.95659
22.69,5.0,1.94,128.166964,1313.604223
22.69,4.95,1.9,137.082004,1304.95659
22.69,5.09,1.94,131.111864,1304.95659
22.75,5.19,1.9,148.7203853,1322.304696
22.75,5.24,1.94,145.6201614,1313.604223
22.75,5.28,1.9,148.7203853,1304.95659
22.75,5.33,1.94,148.7203853,1322.304696
22.75,5.38,1.9,148.7203853,1296.34397
22.75,5.38,1.86,145.6201614,1313.604223
22.81,5.43,1.9,143.1592638,1322.304696
22.81,5.43,1.9,140.1072439,1322.304696
22.81,5.43,1.9,140.1072439,1304.95659
22.81,5.43,1.9,140.1072439,1313.604223
22.81,5.43,1.86,140.1072439,1313.604223
22.87,5.38,1.86,140.1072439,1313.604223
22.87,5.38,1.86,143.1592638,1313.604223
22.87,5.28,1.86,143.1592638,1313.604223
22.87,4.61,1.82,145.6201614,1322.304696
22.87,4.8,1.9,143.1592638,1304.95659
22.87,4.85,1.86,140.1072439,1296.34397
22.94,4.95,1.86,143.1592638,1304.95659
22.94,4.9,1.9,143.1592638,1313.604223
22.94,4.52,1.82,134.083544,1304.95659
22.94,4.42,1.82,128.166964,1313.604223
22.94,4.47,1.86,137.082004,1322.304696
22.94,4.42,1.82,131.111864,1304.95659
22.94,4.61,1.82,125.2488439,1313.604223
22.94,4.8,1.86,120.0637134,1313.604223
22.94,4.9,1.86,134.083544,1313.604223
23.0,4.95,1.84,117.2205772,1313.604223
23.0,5.0,1.84,131.111864,1313.604223
23.0,5.04,1.88,131.111864,1313.604223
23.0,5.04,1.84,131.111864,1304.95659
20.62,5.81,2.25,131.111864,1296.34397
20.56,5.81,2.12,134.083544,1296.34397
20.5,5.91,2.03,131.111864,1296.34397
20.44,5.91,1.99,120.0637134,1287.7663619999998
20.37,5.91,1.94,120.0637134,1296.34397
20.31,5.96,1.86,134.083544,1296.34397
20.25,5.91,1.73,137.082004,1296.34397
20.25,5.96,1.69,122.3575038,1287.7663619999998
20.19,5.96,1.64,122.3575038,1296.34397
20.12,5.96,1.6,128.166964,1287.7663619999998
20.12,6.1,1.56,137.082004,1287.7663619999998
20.06,6.1,1.56,143.1592638,1296.34397
20.06,6.1,1.47,140.1072439,1287.7663619999998
20.0,6.15,1.43,140.1072439,1296.34397
20.0,6.05,1.38,143.1592638,1287.7663619999998
19.94,6.1,1.36,143.1592638,1296.34397
19.94,5.91,1.36,140.1072439,1296.34397
19.87,5.33,1.27,145.6201614,1279.206297
19.87,5.14,1.27,143.1592638,1296.34397
19.81,5.14,1.22,145.6201614,1287.7663619999998
19.81,5.28,1.22,143.1592638,1287.7663619999998
19.81,5.19,1.22,145.6201614,1287.7663619999998
19.75,5.28,1.18,145.6201614,1296.34397
19.75,4.71,1.18,148.7203853,1287.7663619999998
19.75,4.42,1.18,145.6201614,1287.7663619999998
19.75,4.52,1.22,148.7203853,1296.34397
19.75,4.32,1.22,148.7203853,1287.7663619999998
19.69,4.61,1.18,151.8473891,1287.7663619999998
19.69,4.52,1.22,148.7203853,1296.34397
19.69,4.23,1.22,128.166964,1304.95659
19.62,4.42,1.18,148.7203853,1296.34397
19.62,4.52,1.22,145.6201614,1296.34397
19.62,4.47,1.22,145.6201614,1287.7663619999998
19.62,4.61,1.22,143.1592638,1296.34397
19.62,4.18,1.22,131.111864,1296.34397
19.56,3.84,1.22,137.082004,1296.34397
19.56,3.84,1.22,148.7203853,1296.34397
19.56,4.32,1.27,148.7203853,1296.34397
19.56,3.99,1.4,148.7203853,1296.34397
19.56,3.75,1.49,148.7203853,1287.7663619999998
19.56,3.7,1.62,145.6201614,1287.7663619999998
19.56,3.51,1.66,148.7203853,1287.7663619999998
19.56,3.79,1.66,148.7203853,1287.7663619999998
19.56,3.94,1.66,145.6201614,1287.7663619999998
19.5,4.04,1.66,145.6201614,1296.34397
19.5,4.08,1.66,145.6201614,1287.7663619999998
19.5,3.41,1.66,148.7203853,1287.7663619999998
19.5,3.6,1.66,148.7203853,1287.7663619999998
19.5,3.79,1.62,148.7203853,1287.7663619999998
19.5,3.94,1.57,145.6201614,1287.7663619999998
19.5,3.75,1.62,128.166964,1287.7663619999998
19.44,3.6,1.53,128.166964,1296.34397
19.44,3.46,1.57,140.1072439,1296.34397
19.44,3.22,1.57,134.083544,1287.7663619999998
19.44,3.31,1.53,131.111864,1287.7663619999998
19.44,3.51,1.57,145.6201614,1296.34397
19.44,3.75,1.57,151.8473891,1287.7663619999998
19.44,3.75,1.53,148.7203853,1296.34397
19.44,3.31,1.53,148.7203853,1296.34397
19.44,3.46,1.49,148.7203853,1296.34397
19.37,3.46,1.49,148.7203853,1296.34397
19.44,3.12,1.53,148.7203853,1287.7663619999998
19.44,3.12,1.49,148.7203853,1296.34397
19.37,3.17,1.49,143.1592638,1296.34397
19.44,3.31,1.49,131.111864,1296.34397
19.37,3.6,1.49,143.1592638,1296.34397
19.44,3.79,1.44,151.8473891,1287.7663619999998
19.37,3.94,1.49,151.8473891,1304.95659
19.37,3.75,1.49,151.8473891,1287.7663619999998
19.37,3.75,1.44,151.8473891,1287.7663619999998
19.37,4.04,1.44,148.7203853,1287.7663619999998
19.37,3.7,1.4,145.6201614,1296.34397
19.37,3.84,1.49,151.8473891,1287.7663619999998
19.37,3.94,1.44,148.7203853,1287.7663619999998
19.37,3.79,1.44,148.7203853,1296.34397
19.37,3.41,1.4,151.8473891,1296.34397
19.37,3.36,1.44,145.6201614,1296.34397
19.37,3.31,1.44,148.7203853,1287.7663619999998
19.37,3.46,1.4,148.7203853,1279.206297
19.37,3.27,1.44,151.8473891,1296.34397
19.37,3.12,1.36,148.7203853,1296.34397
19.37,3.41,1.4,145.6201614,1279.206297
19.37,3.7,1.4,148.7203853,1296.34397
19.37,3.89,1.4,145.6201614,1287.7663619999998
19.31,3.99,1.4,148.7203853,1304.95659
19.37,4.13,1.4,148.7203853,1304.95659
19.31,4.28,1.44,148.7203853,1296.34397
19.31,4.37,1.36,151.8473891,1296.34397
19.31,4.42,1.36,151.8473891,1296.34397
19.31,4.47,1.4,145.6201614,1296.34397
19.31,4.56,1.4,148.7203853,1296.34397
19.31,4.56,1.4,148.7203853,1287.7663619999998
19.31,4.61,1.36,148.7203853,1296.34397
19.31,4.66,1.4,151.8473891,1296.34397
19.31,4.66,1.36,151.8473891,1287.7663619999998
19.31,4.66,1.36,148.7203853,1287.7663619999998
19.31,4.71,1.4,151.8473891,1296.34397
19.31,4.71,1.31,148.7203853,1287.7663619999998
19.25,4.71,1.4,148.7203853,1296.34397
19.25,4.71,1.36,145.6201614,1296.34397
19.31,4.76,1.36,134.083544,1287.7663619999998
19.31,4.76,1.4,131.111864,1287.7663619999998
19.25,4.71,1.31,128.166964,1296.34397
19.25,4.76,1.36,125.2488439,1296.34397
19.25,4.76,1.31,128.166964,1296.34397
19.25,4.76,1.31,128.166964,1296.34397
19.25,4.76,1.36,131.111864,1296.34397
19.25,4.76,1.36,140.1072439,1296.34397
19.25,4.8,1.36,137.082004,1304.95659
19.25,4.8,1.36,134.083544,1296.34397
19.25,4.8,1.31,137.082004,1296.34397
19.25,4.8,1.31,143.1592638,1287.7663619999998
19.25,4.8,1.36,145.6201614,1296.34397
19.25,4.8,1.31,145.6201614,1287.7663619999998
19.25,4.8,1.36,143.1592638,1296.34397
19.25,4.8,1.36,140.1072439,1287.7663619999998
19.25,4.85,1.31,140.1072439,1304.95659
19.25,4.85,1.31,131.111864,1296.34397
19.25,4.85,1.36,140.1072439,1296.34397
19.25,4.85,1.31,151.8473891,1287.7663619999998
19.25,4.85,1.36,151.8473891,1296.34397
19.25,4.9,1.36,148.7203853,1287.7663619999998
19.25,4.9,1.31,148.7203853,1296.34397
19.25,4.9,1.31,151.8473891,1287.7663619999998
19.25,4.9,1.31,148.7203853,1296.34397
19.31,4.9,1.36,151.8473891,1296.34397
19.25,4.95,1.31,151.8473891,1296.34397
19.25,4.9,1.36,151.8473891,1287.7663619999998
19.25,4.95,1.36,148.7203853,1304.95659
19.25,4.95,1.36,151.8473891,1287.7663619999998
19.25,4.95,1.31,148.7203853,1296.34397
19.25,5.0,1.36,151.8473891,1287.7663619999998
19.25,5.0,1.36,151.8473891,1287.7663619999998
19.25,4.95,1.36,155.0011729,1287.7663619999998
19.25,4.95,1.36,155.0011729,1287.7663619999998
19.25,5.0,1.31,148.7203853,1296.34397
19.25,5.0,1.31,151.8473891,1296.34397
19.31,5.04,1.36,151.8473891,1296.34397
19.25,5.0,1.31,148.7203853,1287.7663619999998
19.25,5.04,1.31,148.7203853,1296.34397
19.31,5.04,1.36,148.7203853,1287.7663619999998
19.25,5.04,1.36,148.7203853,1287.7663619999998
19.25,5.04,1.31,151.8473891,1279.206297
19.31,5.09,1.31,148.7203853,1296.34397
19.25,5.14,1.31,148.7203853,1296.34397
19.31,5.09,1.36,151.8473891,1287.7663619999998
19.25,5.09,1.31,151.8473891,1287.7663619999998
19.25,5.09,1.31,151.8473891,1296.34397
19.31,5.14,1.31,148.7203853,1296.34397
19.31,5.09,1.31,148.7203853,1296.34397
19.31,5.09,1.36,148.7203853,1287.7663619999998
19.25,5.14,1.31,148.7203853,1287.7663619999998
19.31,5.19,1.36,151.8473891,1287.7663619999998
19.25,5.14,1.36,151.8473891,1296.34397
19.31,5.14,1.31,145.6201614,1296.34397
19.31,5.19,1.31,145.6201614,1287.7663619999998
19.25,5.19,1.36,148.7203853,1287.7663619999998
19.31,5.19,1.31,148.7203853,1296.34397
19.31,5.19,1.31,148.7203853,1287.7663619999998
19.31,5.24,1.31,148.7203853,1296.34397
19.31,5.19,1.31,148.7203853,1279.206297
19.31,5.19,1.36,148.7203853,1287.7663619999998
19.31,5.19,1.31,148.7203853,1296.34397
19.31,5.19,1.36,148.7203853,1279.206297
19.31,5.19,1.31,148.7203853,1304.95659
19.25,5.24,1.4,151.8473891,1304.95659
19.31,5.19,1.31,151.8473891,1296.34397
19.31,5.24,1.31,151.8473891,1287.7663619999998
19.31,5.24,1.27,148.7203853,1296.34397
19.31,5.28,1.31,151.8473891,1296.34397
19.31,5.28,1.31,151.8473891,1296.34397
19.31,5.28,1.31,151.8473891,1296.34397
19.31,5.28,1.36,151.8473891,1296.34397
19.31,5.24,1.31,151.8473891,1296.34397
19.31,5.28,1.27,151.8473891,1304.95659
19.31,5.28,1.31,155.0011729,1296.34397
19.31,5.28,1.31,148.7203853,1287.7663619999998
19.31,5.28,1.31,140.1072439,1296.34397
19.31,5.28,1.36,131.111864,1296.34397
19.31,5.28,1.36,128.166964,1296.34397
19.31,5.33,1.36,125.2488439,1296.34397
19.31,5.28,1.31,125.2488439,1287.7663619999998
19.31,5.33,1.31,125.2488439,1287.7663619999998
19.31,5.33,1.31,125.2488439,1287.7663619999998
19.31,5.38,1.31,128.166964,1296.34397
19.31,5.33,1.31,125.2488439,1287.7663619999998
19.31,5.33,1.31,125.2488439,1287.7663619999998
19.31,5.33,1.31,125.2488439,1296.34397
19.31,5.38,1.31,134.083544,1287.7663619999998
19.31,5.38,1.31,148.7203853,1296.34397
19.31,5.38,1.31,148.7203853,1287.7663619999998
19.31,5.43,1.31,151.8473891,1296.34397
19.31,5.38,1.31,151.8473891,1296.34397
19.31,5.43,1.31,151.8473891,1296.34397
19.31,5.43,1.31,151.8473891,1287.7663619999998
19.31,5.04,1.36,151.8473891,1296.34397
19.31,5.04,1.31,148.7203853,1296.34397
19.31,5.19,1.27,148.7203853,1287.7663619999998
19.31,5.24,1.27,148.7203853,1296.34397
19.31,5.28,1.31,148.7203853,1304.95659
19.31,5.28,1.31,151.8473891,1287.7663619999998
19.31,5.38,1.31,151.8473891,1296.34397
19.31,5.38,1.31,151.8473891,1296.34397
19.31,5.38,1.31,148.7203853,1279.206297
19.31,5.38,1.27,148.7203853,1287.7663619999998
19.31,5.38,1.31,148.7203853,1287.7663619999998
19.31,5.43,1.31,151.8473891,1287.7663619999998
19.31,5.43,1.31,151.8473891,1296.34397
19.31,5.43,1.31,151.8473891,1304.95659
19.31,5.48,1.31,151.8473891,1287.7663619999998
19.31,5.43,1.27,151.8473891,1287.7663619999998
19.31,5.48,1.36,155.0011729,1304.95659
19.31,5.43,1.31,148.7203853,1296.34397
19.31,5.48,1.27,148.7203853,1296.34397
19.31,5.43,1.31,148.7203853,1296.34397
19.31,5.48,1.27,151.8473891,1287.7663619999998
19.31,5.48,1.27,148.7203853,1296.34397
19.31,5.48,1.31,148.7203853,1287.7663619999998
19.31,5.52,1.31,155.0011729,1287.7663619999998
19.31,5.52,1.27,148.7203853,1287.7663619999998
19.31,5.52,1.31,151.8473891,1296.34397
19.31,5.52,1.31,151.8473891,1287.7663619999998
19.31,5.48,1.27,148.7203853,1296.34397
19.31,5.48,1.27,151.8473891,1287.7663619999998
19.31,5.52,1.31,143.1592638,1287.7663619999998
19.37,5.52,1.31,151.8473891,1287.7663619999998
19.31,5.52,1.27,148.7203853,1296.34397
19.31,5.52,1.31,151.8473891,1296.34397
19.37,5.57,1.27,151.8473891,1296.34397
19.31,5.57,1.31,151.8473891,1287.7663619999998
19.31,5.57,1.27,148.7203853,1296.34397
19.31,5.52,1.27,155.0011729,1296.34397
19.31,5.57,1.27,151.8473891,1296.34397
19.31,5.57,1.27,151.8473891,1296.34397
19.31,5.57,1.31,151.8473891,1296.34397
19.31,5.52,1.27,151.8473891,1296.34397
19.31,5.57,1.27,155.0011729,1287.7663619999998
19.31,5.57,1.27,151.8473891,1279.206297
19.37,5.57,1.31,151.8473891,1296.34397
19.31,5.57,1.27,151.8473891,1296.34397
19.31,5.57,1.27,151.8473891,1287.7663619999998
19.37,5.57,1.31,148.7203853,1287.7663619999998
19.31,5.57,1.27,151.8473891,1296.34397
19.31,5.62,1.27,151.8473891,1287.7663619999998
19.31,5.57,1.27,155.0011729,1296.34397
19.37,5.62,1.27,151.8473891,1287.7663619999998
19.31,5.57,1.27,151.8473891,1296.34397
19.37,5.62,1.31,151.8473891,1304.95659
19.31,5.57,1.31,151.8473891,1287.7663619999998
19.37,5.62,1.27,151.8473891,1296.34397
19.31,5.62,1.27,155.0011729,1287.7663619999998
19.31,5.57,1.27,151.8473891,1296.34397
19.31,5.62,1.27,151.8473891,1296.34397
19.31,5.62,1.27,155.0011729,1296.34397
19.37,5.62,1.31,151.8473891,1287.7663619999998
19.37,5.62,1.27,155.0011729,1296.34397
19.37,5.62,1.22,151.8473891,1296.34397
19.31,5.62,1.27,151.8473891,1296.34397
19.37,5.62,1.27,151.8473891,1296.34397
19.37,5.67,1.31,151.8473891,1296.34397
19.37,5.62,1.27,151.8473891,1287.7663619999998
19.37,5.67,1.27,148.7203853,1296.34397
19.37,5.62,1.27,151.8473891,1287.7663619999998
19.37,5.62,1.27,151.8473891,1296.34397
19.37,5.62,1.31,151.8473891,1287.7663619999998
19.37,5.67,1.27,151.8473891,1296.34397
19.37,5.62,1.31,155.0011729,1296.34397
19.37,5.67,1.22,151.8473891,1296.34397
19.37,5.04,1.22,148.7203853,1296.34397
19.37,4.66,1.31,151.8473891,1296.34397
19.37,4.8,1.31,151.8473891,1304.95659
19.37,5.04,1.27,155.0011729,1296.34397
19.37,5.14,1.27,151.8473891,1296.34397
19.31,5.19,1.27,151.8473891,1296.34397
19.37,5.33,1.31,140.1072439,1296.34397
19.37,5.38,1.27,134.083544,1287.7663619999998
19.37,5.43,1.27,134.083544,1296.34397
19.37,5.48,1.22,134.083544,1287.7663619999998
19.37,5.52,1.27,134.083544,1296.34397
19.37,5.57,1.27,137.082004,1287.7663619999998
19.37,5.62,1.27,151.8473891,1287.7663619999998
19.37,5.62,1.27,155.0011729,1296.34397
19.37,5.62,1.27,151.8473891,1287.7663619999998
19.37,5.62,1.31,151.8473891,1296.34397
19.37,5.67,1.27,151.8473891,1287.7663619999998
19.37,5.67,1.27,148.7203853,1296.34397
19.37,5.62,1.27,148.7203853,1296.34397
19.37,5.67,1.27,151.8473891,1287.7663619999998
19.37,5.67,1.31,151.8473891,1296.34397
19.37,5.67,1.27,151.8473891,1304.95659
19.37,5.67,1.22,151.8473891,1287.7663619999998
19.37,5.67,1.27,151.8473891,1287.7663619999998
19.37,5.67,1.27,151.8473891,1296.34397
19.37,5.67,1.27,151.8473891,1287.7663619999998
19.37,5.72,1.27,151.8473891,1296.34397
19.37,5.67,1.22,151.8473891,1287.7663619999998
19.37,5.72,1.27,155.0011729,1296.34397
19.37,5.67,1.27,151.8473891,1296.34397
19.37,5.67,1.27,151.8473891,1304.95659
19.37,5.67,1.27,151.8473891,1287.7663619999998
19.37,5.72,1.27,151.8473891,1287.7663619999998
19.37,5.72,1.27,151.8473891,1296.34397
19.37,5.67,1.27,155.0011729,1287.7663619999998
19.37,5.67,1.22,151.8473891,1296.34397
19.37,5.72,1.27,151.8473891,1287.7663619999998
19.37,5.72,1.27,151.8473891,1287.7663619999998
19.37,5.72,1.27,151.8473891,1296.34397
19.44,5.72,1.27,151.8473891,1287.7663619999998
19.37,5.72,1.27,148.7203853,1296.34397
19.37,5.72,1.27,151.8473891,1296.34397
19.37,5.72,1.27,151.8473891,1296.34397
19.37,5.72,1.27,151.8473891,1287.7663619999998
19.44,5.72,1.27,155.0011729,1287.7663619999998
19.37,5.72,1.27,151.8473891,1287.7663619999998
19.37,5.72,1.22,148.7203853,1287.7663619999998
19.37,5.72,1.27,155.0011729,1296.34397
19.37,5.72,1.27,151.8473891,1296.34397
19.37,5.72,1.27,155.0011729,1296.34397
19.44,5.72,1.27,155.0011729,1296.34397
19.37,5.76,1.27,155.0011729,1287.7663619999998
19.37,5.76,1.22,151.8473891,1287.7663619999998
19.37,5.72,1.27,155.0011729,1287.7663619999998
19.37,5.76,1.27,151.8473891,1287.7663619999998
19.37,5.76,1.22,155.0011729,1287.7663619999998
19.37,5.76,1.22,151.8473891,1296.34397
19.37,5.72,1.27,151.8473891,1304.95659
19.37,5.76,1.27,151.8473891,1287.7663619999998
19.37,5.72,1.22,155.0011729,1296.34397
19.37,5.76,1.27,148.7203853,1279.206297
19.37,5.76,1.22,145.6201614,1296.34397
19.37,5.76,1.27,131.111864,1287.7663619999998
19.37,5.76,1.27,131.111864,1287.7663619999998
19.44,5.76,1.27,134.083544,1287.7663619999998
19.37,5.72,1.22,155.0011729,1287.7663619999998
19.37,5.76,1.22,151.8473891,1296.34397
19.37,5.76,1.27,155.0011729,1287.7663619999998
19.44,5.76,1.27,155.0011729,1287.7663619999998
19.37,5.76,1.22,151.8473891,1287.7663619999998
19.44,5.76,1.27,155.0011729,1296.34397
19.44,5.72,1.27,151.8473891,1287.7663619999998
19.44,5.76,1.27,151.8473891,1296.34397
19.44,5.76,1.27,155.0011729,1287.7663619999998
19.37,5.81,1.27,151.8473891,1296.34397
19.44,5.76,1.27,155.0011729,1287.7663619999998
19.44,5.76,1.22,151.8473891,1287.7663619999998
19.44,5.76,1.27,155.0011729,1287.7663619999998
19.44,5.81,1.27,155.0011729,1287.7663619999998
19.44,5.81,1.22,151.8473891,1287.7663619999998
19.37,5.76,1.27,151.8473891,1296.34397
19.37,5.76,1.27,151.8473891,1279.206297
19.37,5.81,1.22,151.8473891,1287.7663619999998
19.44,5.76,1.27,151.8473891,1296.34397
19.44,5.81,1.27,151.8473891,1287.7663619999998
19.44,5.76,1.22,151.8473891,1287.7663619999998
19.44,5.81,1.22,151.8473891,1287.7663619999998
19.44,5.81,1.22,155.0011729,1296.34397
19.44,5.81,1.22,155.0011729,1287.7663619999998
19.44,5.81,1.22,151.8473891,1287.7663619999998
19.44,5.81,1.22,155.0011729,1296.34397
19.44,5.81,1.22,151.8473891,1287.7663619999998
19.37,5.81,1.22,155.0011729,1287.7663619999998
19.44,5.76,1.22,151.8473891,1296.34397
19.44,5.81,1.18,155.0011729,1296.34397
19.44,5.81,1.22,151.8473891,1304.95659
19.44,5.86,1.27,155.0011729,1287.7663619999998
19.44,5.81,1.22,151.8473891,1287.7663619999998
19.44,5.81,1.27,151.8473891,1287.7663619999998
19.44,5.81,1.22,155.0011729,1287.7663619999998
19.44,5.81,1.27,151.8473891,1287.7663619999998
19.44,5.81,1.18,151.8473891,1296.34397
19.44,5.81,1.22,155.0011729,1296.34397
19.44,5.81,1.22,151.8473891,1296.34397
19.44,5.81,1.22,151.8473891,1296.34397
19.44,5.81,1.27,151.8473891,1279.206297
19.44,5.81,1.22,155.0011729,1287.7663619999998
19.44,5.86,1.22,151.8473891,1296.34397
19.44,5.81,1.27,151.8473891,1296.34397
19.44,5.81,1.27,151.8473891,1296.34397
19.44,5.86,1.27,155.0011729,1287.7663619999998
19.44,5.81,1.27,155.0011729,1287.7663619999998
19.44,5.86,1.27,155.0011729,1287.7663619999998
19.44,5.81,1.27,151.8473891,1279.206297
19.44,5.81,1.22,151.8473891,1296.34397
19.81,5.14,0.92,148.7203853,1322.304696
19.81,5.19,0.92,148.7203853,1313.604223
19.87,5.24,0.96,151.8473891,1322.304696
19.87,5.24,0.92,151.8473891,1313.604223
19.87,5.43,0.92,148.7203853,1313.604223
19.87,5.43,0.92,151.8473891,1331.022424
19.87,5.43,0.92,151.8473891,1322.304696
19.87,5.43,0.96,151.8473891,1313.604223
19.87,5.43,0.92,151.8473891,1322.304696
19.87,5.48,0.92,151.8473891,1322.304696
19.87,5.48,0.87,151.8473891,1322.304696
19.87,5.48,0.87,151.8473891,1313.604223
19.87,5.48,0.92,151.8473891,1331.022424
19.87,5.48,0.87,151.8473891,1313.604223
19.87,5.33,0.92,148.7203853,1322.304696
19.94,5.0,0.92,148.7203853,1313.604223
19.94,5.09,0.87,145.6201614,1322.304696
19.94,5.19,0.87,145.6201614,1322.304696
19.94,4.85,0.92,140.1072439,1313.604223
19.94,4.23,0.92,134.083544,1322.304696
19.94,4.28,0.96,134.083544,1322.304696
19.94,4.42,1.01,128.166964,1313.604223
19.94,3.79,1.05,128.166964,1322.304696
19.94,3.46,1.01,128.166964,1313.604223
19.94,3.6,1.01,131.111864,1322.304696
19.94,3.7,1.01,134.083544,1331.022424
20.0,3.89,1.04,134.083544,1331.022424
20.0,3.89,1.04,131.111864,1313.604223
20.0,3.94,1.08,128.166964,1313.604223
19.94,3.55,1.05,125.2488439,1331.022424
20.0,3.75,1.12,125.2488439,1322.304696
20.0,3.51,1.08,120.0637134,1322.304696
20.0,3.41,1.08,122.3575038,1313.604223
20.0,3.75,1.12,117.2205772,1322.304696
20.0,3.51,1.08,117.2205772,1322.304696
20.0,3.46,1.12,111.6146449,1322.304696
20.0,3.46,1.08,114.4042211,1331.022424
20.06,3.65,1.12,117.2205772,1322.304696
20.06,3.55,1.12,114.4042211,1322.304696
20.0,3.36,1.12,111.6146449,1313.604223
20.06,3.27,1.17,111.6146449,1313.604223
